LAUS Code, State FIPS, County FIPS, County, State, Period, Labor Force, Employed, Unemployment Level, Unemployment Rate
CN3008700000000,30,087,Rosebud County, MT,Sep-17,3936,3750,186,4.7
CN3008700000000,30,087,Rosebud County, MT,Oct-17,3962,3782,180,4.5
CN3008700000000,30,087,Rosebud County, MT,Nov-17,3989,3780,209,5.2
CN3008700000000,30,087,Rosebud County, MT,Dec-17,3927,3717,210,5.3
CN3008700000000,30,087,Rosebud County, MT,Jan-18,3933,3662,271,6.9
CN3008700000000,30,087,Rosebud County, MT,Feb-18,3957,3682,275,6.9
CN3008700000000,30,087,Rosebud County, MT,Mar-18,3878,3626,252,6.5
CN3008700000000,30,087,Rosebud County, MT,Apr-18(p),3946,3742,204,5.2
CN3718500000000,37,185,Warren County, NC,Mar-17,6951,6498,453,6.5
CN3718500000000,37,185,Warren County, NC,Apr-17,6932,6485,447,6.4
CN3718500000000,37,185,Warren County, NC,May-17,6915,6445,470,6.8
CN3718500000000,37,185,Warren County, NC,Jun-17,6967,6488,479,6.9
CN3718500000000,37,185,Warren County, NC,Jul-17,6888,6399,489,7.1
CN3718500000000,37,185,Warren County, NC,Aug-17,6771,6289,482,7.1
CN3718500000000,37,185,Warren County, NC,Sep-17,6798,6345,453,6.7
CN3718500000000,37,185,Warren County, NC,Oct-17,6854,6400,454,6.6
CN3718500000000,37,185,Warren County, NC,Nov-17,6840,6364,476,7.0
CN3718500000000,37,185,Warren County, NC,Dec-17,6751,6300,451,6.7
CN3718500000000,37,185,Warren County, NC,Jan-18,6835,6334,501,7.3
CN3718500000000,37,185,Warren County, NC,Feb-18,6742,6266,476,7.1
CN3718500000000,37,185,Warren County, NC,Mar-18,6691,6240,451,6.7
CN3718500000000,37,185,Warren County, NC,Apr-18(p),6691,6293,398,5.9
CN4613700000000,46,137,Ziebach County, SD,Mar-17,952,914,38,4.0
CN4613700000000,46,137,Ziebach County, SD,Apr-17,953,912,41,4.3
CN4613700000000,46,137,Ziebach County, SD,May-17,978,929,49,5.0
CN4613700000000,46,137,Ziebach County, SD,Jun-17,1015,949,66,6.5
CN4613700000000,46,137,Ziebach County, SD,Jul-17,974,901,73,7.5
CN4613700000000,46,137,Ziebach County, SD,Aug-17,956,883,73,7.6
CN4613700000000,46,137,Ziebach County, SD,Sep-17,974,924,50,5.1
CN4613700000000,46,137,Ziebach County, SD,Oct-17,949,899,50,5.3
CN4613700000000,46,137,Ziebach County, SD,Nov-17,950,903,47,4.9
CN4613700000000,46,137,Ziebach County, SD,Dec-17,960,914,46,4.8
CN4613700000000,46,137,Ziebach County, SD,Jan-18,949,907,42,4.4
CN4613700000000,46,137,Ziebach County, SD,Feb-18,956,910,46,4.8
CN4613700000000,46,137,Ziebach County, SD,Mar-18,962,925,37,3.8
CN4613700000000,46,137,Ziebach County, SD,Apr-18(p),937,891,46,4.9
CN5512500000000,55,125,Vilas County, WI,Mar-17,9413,8827,586,6.2
CN5512500000000,55,125,Vilas County, WI,Apr-17,9570,9053,517,5.4
CN5512500000000,55,125,Vilas County, WI,May-17,10026,9664,362,3.6
CN5512500000000,55,125,Vilas County, WI,Jun-17,11082,10655,427,3.9
CN5512500000000,55,125,Vilas County, WI,Jul-17,11420,11027,393,3.4
CN5512500000000,55,125,Vilas County, WI,Aug-17,11205,10817,388,3.5
CN5512500000000,55,125,Vilas County, WI,Sep-17,10516,10171,345,3.3
CN5512500000000,55,125,Vilas County, WI,Oct-17,10292,9974,318,3.1
CN5512500000000,55,125,Vilas County, WI,Nov-17,9907,9523,384,3.9
CN5512500000000,55,125,Vilas County, WI,Dec-17,9732,9301,431,4.4
CN5512500000000,55,125,Vilas County, WI,Jan-18,9615,9195,420,4.4
CN5512500000000,55,125,Vilas County, WI,Feb-18,9613,9102,511,5.3
CN5512500000000,55,125,Vilas County, WI,Mar-18,9547,9017,530,5.6
CN5512500000000,55,125,Vilas County, WI,Apr-18(p),9616,9120,496,5.2
CN2019300000000,20,193,Thomas County, KS,Mar-17,4224,4115,109,2.6
CN2019300000000,20,193,Thomas County, KS,Apr-17,4197,4092,105,2.5
CN2019300000000,20,193,Thomas County, KS,May-17,4155,4050,105,2.5
CN2019300000000,20,193,Thomas County, KS,Jun-17,4340,4211,129,3.0
CN2019300000000,20,193,Thomas County, KS,Jul-17,4264,4126,138,3.2
CN2019300000000,20,193,Thomas County, KS,Aug-17,4326,4207,119,2.8
CN2019300000000,20,193,Thomas County, KS,Sep-17,4296,4197,99,2.3
CN2019300000000,20,193,Thomas County, KS,Oct-17,4368,4277,91,2.1
CN2019300000000,20,193,Thomas County, KS,Nov-17,4314,4213,101,2.3
CN2019300000000,20,193,Thomas County, KS,Dec-17,4285,4189,96,2.2
CN2019300000000,20,193,Thomas County, KS,Jan-18,4182,4082,100,2.4
CN2019300000000,20,193,Thomas County, KS,Feb-18,4189,4077,112,2.7
CN2019300000000,20,193,Thomas County, KS,Mar-18,4136,4026,110,2.7
CN2019300000000,20,193,Thomas County, KS,Apr-18(p),4042,3929,113,2.8
CN7209100000000,72,091,Manati Municipio, PR,Mar-17,11707,10467,1240,10.6
CN7209100000000,72,091,Manati Municipio, PR,Apr-17,11602,10269,1333,11.5
CN7209100000000,72,091,Manati Municipio, PR,May-17,11461,10284,1177,10.3
CN7209100000000,72,091,Manati Municipio, PR,Jun-17,11328,10275,1053,9.3
CN7209100000000,72,091,Manati Municipio, PR,Jul-17,11520,10312,1208,10.5
CN7209100000000,72,091,Manati Municipio, PR,Aug-17,11554,10173,1381,12.0
CN7209100000000,72,091,Manati Municipio, PR,Sep-17(y),11482,10205,1277,11.1
CN7209100000000,72,091,Manati Municipio, PR,Oct-17,11140,9747,1393,12.5
CN7209100000000,72,091,Manati Municipio, PR,Nov-17,11670,10499,1171,10.0
CN7209100000000,72,091,Manati Municipio, PR,Dec-17,11700,10580,1120,9.6
CN7209100000000,72,091,Manati Municipio, PR,Jan-18,11493,10328,1165,10.1
CN7209100000000,72,091,Manati Municipio, PR,Feb-18,11278,10219,1059,9.4
CN7209100000000,72,091,Manati Municipio, PR,Mar-18,11315,10275,1040,9.2
CN7209100000000,72,091,Manati Municipio, PR,Apr-18(p),11371,10332,1039,9.1
CN3103500000000,31,035,Clay County, NE,Mar-17,3244,3122,122,3.8
CN3103500000000,31,035,Clay County, NE,Apr-17,3306,3214,92,2.8
CN3103500000000,31,035,Clay County, NE,May-17,3371,3284,87,2.6
CN3103500000000,31,035,Clay County, NE,Jun-17,3454,3359,95,2.8
CN3103500000000,31,035,Clay County, NE,Jul-17,3361,3261,100,3.0
CN3103500000000,31,035,Clay County, NE,Aug-17,3250,3157,93,2.9
CN3103500000000,31,035,Clay County, NE,Sep-17,3153,3073,80,2.5
CN3103500000000,31,035,Clay County, NE,Oct-17,3177,3100,77,2.4
CN3103500000000,31,035,Clay County, NE,Nov-17,3196,3113,83,2.6
CN3103500000000,31,035,Clay County, NE,Dec-17,3207,3089,118,3.7
CN3103500000000,31,035,Clay County, NE,Jan-18,3248,3109,139,4.3
CN3103500000000,31,035,Clay County, NE,Feb-18,3194,3072,122,3.8
CN3103500000000,31,035,Clay County, NE,Mar-18,3257,3141,116,3.6
CN3103500000000,31,035,Clay County, NE,Apr-18(p),3219,3112,107,3.3
CN5002300000000,50,023,Washington County, VT,Mar-17,34211,33035,1176,3.4
CN5002300000000,50,023,Washington County, VT,Apr-17,33714,32641,1073,3.2
CN5002300000000,50,023,Washington County, VT,May-17,33883,32977,906,2.7
CN5002300000000,50,023,Washington County, VT,Jun-17,34792,33742,1050,3.0
CN5002300000000,50,023,Washington County, VT,Jul-17,34242,33228,1014,3.0
CN5002300000000,50,023,Washington County, VT,Aug-17,34332,33390,942,2.7
CN5002300000000,50,023,Washington County, VT,Sep-17,33834,32893,941,2.8
CN5002300000000,50,023,Washington County, VT,Oct-17,33996,33276,720,2.1
CN5002300000000,50,023,Washington County, VT,Nov-17,34034,33198,836,2.5
CN5002300000000,50,023,Washington County, VT,Dec-17,34203,33392,811,2.4
CN5002300000000,50,023,Washington County, VT,Jan-18,34659,33368,1291,3.7
CN5002300000000,50,023,Washington County, VT,Feb-18,34969,33874,1095,3.1
CN5002300000000,50,023,Washington County, VT,Mar-18,35193,34094,1099,3.1
CN5002300000000,50,023,Washington County, VT,Apr-18(p),34550,33546,1004,2.9
CN1322700000000,13,227,Pickens County, GA,Mar-17,14793,14139,654,4.4
CN1322700000000,13,227,Pickens County, GA,Apr-17,14785,14170,615,4.2
CN1322700000000,13,227,Pickens County, GA,May-17,14842,14197,645,4.3
CN1322700000000,13,227,Pickens County, GA,Jun-17,14850,14182,668,4.5
CN1322700000000,13,227,Pickens County, GA,Jul-17,14947,14282,665,4.4
CN1322700000000,13,227,Pickens County, GA,Aug-17,14865,14212,653,4.4
CN1322700000000,13,227,Pickens County, GA,Sep-17,14995,14405,590,3.9
CN1322700000000,13,227,Pickens County, GA,Oct-17,14933,14348,585,3.9
CN1322700000000,13,227,Pickens County, GA,Nov-17,14963,14397,566,3.8
CN1322700000000,13,227,Pickens County, GA,Dec-17,14965,14390,575,3.8
CN1322700000000,13,227,Pickens County, GA,Jan-18,14969,14364,605,4.0
CN1322700000000,13,227,Pickens County, GA,Feb-18,15221,14603,618,4.1
CN1322700000000,13,227,Pickens County, GA,Mar-18,15231,14654,577,3.8
CN1322700000000,13,227,Pickens County, GA,Apr-18(p),15102,14613,489,3.2
CN1813300000000,18,133,Putnam County, IN,Mar-17,16530,15881,649,3.9
CN1813300000000,18,133,Putnam County, IN,Apr-17,16560,16064,496,3.0
CN1813300000000,18,133,Putnam County, IN,May-17,16739,16208,531,3.2
CN1813300000000,18,133,Putnam County, IN,Jun-17,16894,16302,592,3.5
CN1813300000000,18,133,Putnam County, IN,Jul-17,16875,16247,628,3.7
CN1813300000000,18,133,Putnam County, IN,Aug-17,16740,16058,682,4.1
CN1813300000000,18,133,Putnam County, IN,Sep-17,16526,16016,510,3.1
CN1813300000000,18,133,Putnam County, IN,Oct-17,16482,15974,508,3.1
CN1813300000000,18,133,Putnam County, IN,Nov-17,16589,16036,553,3.3
CN1813300000000,18,133,Putnam County, IN,Dec-17,16397,15888,509,3.1
CN1813300000000,18,133,Putnam County, IN,Jan-18,16407,15800,607,3.7
CN1813300000000,18,133,Putnam County, IN,Feb-18,16674,16017,657,3.9
CN1813300000000,18,133,Putnam County, IN,Mar-18,16820,16246,574,3.4
CN1813300000000,18,133,Putnam County, IN,Apr-18(p),16836,16316,520,3.1
CN5300900000000,53,009,Clallam County, WA,Mar-17,27570,25559,2011,7.3
CN5300900000000,53,009,Clallam County, WA,Apr-17,27610,25715,1895,6.9
CN5300900000000,53,009,Clallam County, WA,May-17,27797,25985,1812,6.5
CN5300900000000,53,009,Clallam County, WA,Jun-17,27978,26200,1778,6.4
CN5300900000000,53,009,Clallam County, WA,Jul-17,28227,26385,1842,6.5
CN5300900000000,53,009,Clallam County, WA,Aug-17,28068,26231,1837,6.5
CN5300900000000,53,009,Clallam County, WA,Sep-17,28035,26304,1731,6.2
CN5300900000000,53,009,Clallam County, WA,Oct-17,28038,26390,1648,5.9
CN5300900000000,53,009,Clallam County, WA,Nov-17,28194,26421,1773,6.3
CN5300900000000,53,009,Clallam County, WA,Dec-17,27994,26011,1983,7.1
CN5300900000000,53,009,Clallam County, WA,Jan-18,27639,25458,2181,7.9
CN5300900000000,53,009,Clallam County, WA,Feb-18,27538,25326,2212,8.0
CN5300900000000,53,009,Clallam County, WA,Mar-18,27495,25441,2054,7.5
CN5300900000000,53,009,Clallam County, WA,Apr-18(p),27404,25534,1870,6.8
CN3712100000000,37,121,Mitchell County, NC,Mar-17,6154,5810,344,5.6
CN3712100000000,37,121,Mitchell County, NC,Apr-17,6186,5869,317,5.1
CN3712100000000,37,121,Mitchell County, NC,May-17,6156,5844,312,5.1
CN3712100000000,37,121,Mitchell County, NC,Jun-17,6072,5757,315,5.2
CN3712100000000,37,121,Mitchell County, NC,Jul-17,6122,5786,336,5.5
CN3712100000000,37,121,Mitchell County, NC,Aug-17,6130,5797,333,5.4
CN3712100000000,37,121,Mitchell County, NC,Sep-17,6249,5961,288,4.6
CN3712100000000,37,121,Mitchell County, NC,Oct-17,6126,5848,278,4.5
CN3712100000000,37,121,Mitchell County, NC,Nov-17,6076,5789,287,4.7
CN3712100000000,37,121,Mitchell County, NC,Dec-17,5971,5676,295,4.9
CN3712100000000,37,121,Mitchell County, NC,Jan-18,5944,5596,348,5.9
CN3712100000000,37,121,Mitchell County, NC,Feb-18,6048,5697,351,5.8
CN3712100000000,37,121,Mitchell County, NC,Mar-18,6093,5775,318,5.2
CN3712100000000,37,121,Mitchell County, NC,Apr-18(p),6124,5848,276,4.5
CN2807100000000,28,071,Lafayette County, MS,Mar-17,26978,25918,1060,3.9
CN2807100000000,28,071,Lafayette County, MS,Apr-17,26879,25880,999,3.7
CN2807100000000,28,071,Lafayette County, MS,May-17,26919,25666,1253,4.7
CN2807100000000,28,071,Lafayette County, MS,Jun-17,26262,24678,1584,6.0
CN2807100000000,28,071,Lafayette County, MS,Jul-17,25278,23912,1366,5.4
CN2807100000000,28,071,Lafayette County, MS,Aug-17,26327,25207,1120,4.3
CN2807100000000,28,071,Lafayette County, MS,Sep-17,27454,26398,1056,3.8
CN2807100000000,28,071,Lafayette County, MS,Oct-17,27451,26496,955,3.5
CN2807100000000,28,071,Lafayette County, MS,Nov-17,27536,26592,944,3.4
CN2807100000000,28,071,Lafayette County, MS,Dec-17,26956,25998,958,3.6
CN2807100000000,28,071,Lafayette County, MS,Jan-18,26094,25058,1036,4.0
CN2807100000000,28,071,Lafayette County, MS,Feb-18,27352,26389,963,3.5
CN2807100000000,28,071,Lafayette County, MS,Mar-18,27220,26283,937,3.4
CN2807100000000,28,071,Lafayette County, MS,Apr-18(p),27607,26620,987,3.6
CN2013500000000,20,135,Ness County, KS,Mar-17,1390,1350,40,2.9
CN2013500000000,20,135,Ness County, KS,Apr-17,1345,1308,37,2.8
CN2013500000000,20,135,Ness County, KS,May-17,1341,1301,40,3.0
CN2013500000000,20,135,Ness County, KS,Jun-17,1378,1338,40,2.9
CN2013500000000,20,135,Ness County, KS,Jul-17,1396,1348,48,3.4
CN2013500000000,20,135,Ness County, KS,Aug-17,1361,1319,42,3.1
CN2013500000000,20,135,Ness County, KS,Sep-17,1380,1349,31,2.2
CN2013500000000,20,135,Ness County, KS,Oct-17,1394,1361,33,2.4
CN2013500000000,20,135,Ness County, KS,Nov-17,1368,1332,36,2.6
CN2013500000000,20,135,Ness County, KS,Dec-17,1359,1328,31,2.3
CN2013500000000,20,135,Ness County, KS,Jan-18,1331,1301,30,2.3
CN2013500000000,20,135,Ness County, KS,Feb-18,1320,1287,33,2.5
CN2013500000000,20,135,Ness County, KS,Mar-18,1328,1290,38,2.9
CN2013500000000,20,135,Ness County, KS,Apr-18(p),1261,1223,38,3.0
CN3914500000000,39,145,Scioto County, OH,Mar-17,30046,27809,2237,7.4
CN3914500000000,39,145,Scioto County, OH,Apr-17,29829,27854,1975,6.6
CN3914500000000,39,145,Scioto County, OH,May-17,29549,27699,1850,6.3
CN3914500000000,39,145,Scioto County, OH,Jun-17,29584,27458,2126,7.2
CN3914500000000,39,145,Scioto County, OH,Jul-17,29650,27538,2112,7.1
CN3914500000000,39,145,Scioto County, OH,Aug-17,29452,27375,2077,7.1
CN3914500000000,39,145,Scioto County, OH,Sep-17,29654,27785,1869,6.3
CN3914500000000,39,145,Scioto County, OH,Oct-17,29649,27884,1765,6.0
CN3914500000000,39,145,Scioto County, OH,Nov-17,29587,27699,1888,6.4
CN3914500000000,39,145,Scioto County, OH,Dec-17,29592,27578,2014,6.8
CN3914500000000,39,145,Scioto County, OH,Jan-18,29108,26821,2287,7.9
CN3914500000000,39,145,Scioto County, OH,Feb-18,29779,27584,2195,7.4
CN3914500000000,39,145,Scioto County, OH,Mar-18,30054,28078,1976,6.6
CN3914500000000,39,145,Scioto County, OH,Apr-18(p),29950,28129,1821,6.1
CN0501300000000,05,013,Calhoun County, AR,Mar-17,2346,2260,86,3.7
CN0501300000000,05,013,Calhoun County, AR,Apr-17,2358,2275,83,3.5
CN0501300000000,05,013,Calhoun County, AR,May-17,2372,2285,87,3.7
CN0501300000000,05,013,Calhoun County, AR,Jun-17,2422,2325,97,4.0
CN0501300000000,05,013,Calhoun County, AR,Jul-17,2391,2283,108,4.5
CN0501300000000,05,013,Calhoun County, AR,Aug-17,2344,2253,91,3.9
CN0501300000000,05,013,Calhoun County, AR,Sep-17,2375,2284,91,3.8
CN0501300000000,05,013,Calhoun County, AR,Oct-17,2369,2285,84,3.5
CN0501300000000,05,013,Calhoun County, AR,Nov-17,2346,2261,85,3.6
CN0501300000000,05,013,Calhoun County, AR,Dec-17,2343,2249,94,4.0
CN0501300000000,05,013,Calhoun County, AR,Jan-18,2298,2188,110,4.8
CN0501300000000,05,013,Calhoun County, AR,Feb-18,2339,2228,111,4.7
CN0501300000000,05,013,Calhoun County, AR,Mar-18,2350,2240,110,4.7
CN0501300000000,05,013,Calhoun County, AR,Apr-18(p),2351,2259,92,3.9
CN2400100000000,24,001,Allegany County, MD,Mar-17,32746,30644,2102,6.4
CN2400100000000,24,001,Allegany County, MD,Apr-17,32440,30647,1793,5.5
CN2400100000000,24,001,Allegany County, MD,May-17,32394,30711,1683,5.2
CN2400100000000,24,001,Allegany County, MD,Jun-17,32359,30436,1923,5.9
CN2400100000000,24,001,Allegany County, MD,Jul-17,32506,30655,1851,5.7
CN2400100000000,24,001,Allegany County, MD,Aug-17,32112,30331,1781,5.5
CN2400100000000,24,001,Allegany County, MD,Sep-17,32609,31023,1586,4.9
CN2400100000000,24,001,Allegany County, MD,Oct-17,32745,31116,1629,5.0
CN2400100000000,24,001,Allegany County, MD,Nov-17,32554,30898,1656,5.1
CN2400100000000,24,001,Allegany County, MD,Dec-17,32601,30818,1783,5.5
CN2400100000000,24,001,Allegany County, MD,Jan-18,32326,30059,2267,7.0
CN2400100000000,24,001,Allegany County, MD,Feb-18,32746,30506,2240,6.8
CN2400100000000,24,001,Allegany County, MD,Mar-18,32733,30570,2163,6.6
CN2400100000000,24,001,Allegany County, MD,Apr-18(p),32558,30714,1844,5.7
CN1708700000000,17,087,Johnson County, IL,Mar-17,4212,3893,319,7.6
CN1708700000000,17,087,Johnson County, IL,Apr-17,4208,3948,260,6.2
CN1708700000000,17,087,Johnson County, IL,May-17,4108,3837,271,6.6
CN1708700000000,17,087,Johnson County, IL,Jun-17,4032,3736,296,7.3
CN1708700000000,17,087,Johnson County, IL,Jul-17,4018,3718,300,7.5
CN1708700000000,17,087,Johnson County, IL,Aug-17,4011,3700,311,7.8
CN1708700000000,17,087,Johnson County, IL,Sep-17,4045,3785,260,6.4
CN1708700000000,17,087,Johnson County, IL,Oct-17,3999,3756,243,6.1
CN1708700000000,17,087,Johnson County, IL,Nov-17,3997,3734,263,6.6
CN1708700000000,17,087,Johnson County, IL,Dec-17,3971,3694,277,7.0
CN1708700000000,17,087,Johnson County, IL,Jan-18,4046,3722,324,8.0
CN1708700000000,17,087,Johnson County, IL,Feb-18,4087,3781,306,7.5
CN1708700000000,17,087,Johnson County, IL,Mar-18,4163,3854,309,7.4
CN1708700000000,17,087,Johnson County, IL,Apr-18(p),4187,3933,254,6.1
CN1210300000000,12,103,Pinellas County, FL,Mar-17,487559,469180,18379,3.8
CN1210300000000,12,103,Pinellas County, FL,Apr-17,487590,470061,17529,3.6
CN1210300000000,12,103,Pinellas County, FL,May-17,489108,471060,18048,3.7
CN1210300000000,12,103,Pinellas County, FL,Jun-17,491860,472958,18902,3.8
CN1210300000000,12,103,Pinellas County, FL,Jul-17,493785,474814,18971,3.8
CN1210300000000,12,103,Pinellas County, FL,Aug-17,491669,472890,18779,3.8
CN1210300000000,12,103,Pinellas County, FL,Sep-17,498722,481234,17488,3.5
CN1210300000000,12,103,Pinellas County, FL,Oct-17,494188,477467,16721,3.4
CN1210300000000,12,103,Pinellas County, FL,Nov-17,491906,475131,16775,3.4
CN1210300000000,12,103,Pinellas County, FL,Dec-17,489424,473493,15931,3.3
CN1210300000000,12,103,Pinellas County, FL,Jan-18,492532,474068,18464,3.7
CN1210300000000,12,103,Pinellas County, FL,Feb-18,496934,479920,17014,3.4
CN1210300000000,12,103,Pinellas County, FL,Mar-18,498117,481253,16864,3.4
CN1210300000000,12,103,Pinellas County, FL,Apr-18(p),497411,482227,15184,3.1
CN1602500000000,16,025,Camas County, ID,Mar-17,656,631,25,3.8
CN1602500000000,16,025,Camas County, ID,Apr-17,662,639,23,3.5
CN1602500000000,16,025,Camas County, ID,May-17,659,642,17,2.6
CN1602500000000,16,025,Camas County, ID,Jun-17,690,671,19,2.8
CN1602500000000,16,025,Camas County, ID,Jul-17,709,694,15,2.1
CN1602500000000,16,025,Camas County, ID,Aug-17,700,686,14,2.0
CN1602500000000,16,025,Camas County, ID,Sep-17,703,690,13,1.8
CN1602500000000,16,025,Camas County, ID,Oct-17,706,695,11,1.6
CN1602500000000,16,025,Camas County, ID,Nov-17,665,652,13,2.0
CN1602500000000,16,025,Camas County, ID,Dec-17,665,648,17,2.6
CN1602500000000,16,025,Camas County, ID,Jan-18,667,641,26,3.9
CN1602500000000,16,025,Camas County, ID,Feb-18,660,641,19,2.9
CN1602500000000,16,025,Camas County, ID,Mar-18,669,649,20,3.0
CN1602500000000,16,025,Camas County, ID,Apr-18(p),665,652,13,2.0
CN5400100000000,54,001,Barbour County, WV,Mar-17,7073,6607,466,6.6
CN5400100000000,54,001,Barbour County, WV,Apr-17,7020,6636,384,5.5
CN5400100000000,54,001,Barbour County, WV,May-17,6880,6527,353,5.1
CN5400100000000,54,001,Barbour County, WV,Jun-17,6787,6363,424,6.2
CN5400100000000,54,001,Barbour County, WV,Jul-17,6711,6312,399,5.9
CN5400100000000,54,001,Barbour County, WV,Aug-17,6709,6304,405,6.0
CN5400100000000,54,001,Barbour County, WV,Sep-17,7051,6702,349,4.9
CN5400100000000,54,001,Barbour County, WV,Oct-17,7043,6721,322,4.6
CN5400100000000,54,001,Barbour County, WV,Nov-17,6986,6618,368,5.3
CN5400100000000,54,001,Barbour County, WV,Dec-17,6901,6527,374,5.4
CN5400100000000,54,001,Barbour County, WV,Jan-18,7017,6550,467,6.7
CN5400100000000,54,001,Barbour County, WV,Feb-18,7115,6594,521,7.3
CN5400100000000,54,001,Barbour County, WV,Mar-18,7042,6568,474,6.7
CN5400100000000,54,001,Barbour County, WV,Apr-18(p),7106,6674,432,6.1
CN5153000000000,51,530,Buena Vista city, VA,Mar-17,3480,3321,159,4.6
CN5153000000000,51,530,Buena Vista city, VA,Apr-17,3305,3177,128,3.9
CN5153000000000,51,530,Buena Vista city, VA,May-17,3207,3070,137,4.3
CN5153000000000,51,530,Buena Vista city, VA,Jun-17,3222,3055,167,5.2
CN5153000000000,51,530,Buena Vista city, VA,Jul-17,3280,3107,173,5.3
CN5153000000000,51,530,Buena Vista city, VA,Aug-17,3292,3119,173,5.3
CN5153000000000,51,530,Buena Vista city, VA,Sep-17,3428,3294,134,3.9
CN5153000000000,51,530,Buena Vista city, VA,Oct-17,3295,3175,120,3.6
CN5153000000000,51,530,Buena Vista city, VA,Nov-17,3255,3132,123,3.8
CN5153000000000,51,530,Buena Vista city, VA,Dec-17,3128,3014,114,3.6
CN5153000000000,51,530,Buena Vista city, VA,Jan-18,3267,3135,132,4.0
CN5153000000000,51,530,Buena Vista city, VA,Feb-18,3371,3254,117,3.5
CN5153000000000,51,530,Buena Vista city, VA,Mar-18,3395,3281,114,3.4
CN5153000000000,51,530,Buena Vista city, VA,Apr-18(p),3357,3266,91,2.7
CN2109300000000,21,093,Hardin County, KY,Mar-17,48244,45725,2519,5.2
CN2109300000000,21,093,Hardin County, KY,Apr-17,48593,46360,2233,4.6
CN2109300000000,21,093,Hardin County, KY,May-17,48561,46302,2259,4.7
CN2109300000000,21,093,Hardin County, KY,Jun-17,49453,46919,2534,5.1
CN2109300000000,21,093,Hardin County, KY,Jul-17,49655,47070,2585,5.2
CN2109300000000,21,093,Hardin County, KY,Aug-17,48731,46549,2182,4.5
CN2109300000000,21,093,Hardin County, KY,Sep-17,48439,46453,1986,4.1
CN2109300000000,21,093,Hardin County, KY,Oct-17,47773,45939,1834,3.8
CN2109300000000,21,093,Hardin County, KY,Nov-17,47872,46146,1726,3.6
CN2109300000000,21,093,Hardin County, KY,Dec-17,47553,45877,1676,3.5
CN2109300000000,21,093,Hardin County, KY,Jan-18,47585,45704,1881,4.0
CN2109300000000,21,093,Hardin County, KY,Feb-18,48461,46323,2138,4.4
CN2109300000000,21,093,Hardin County, KY,Mar-18,48796,46770,2026,4.2
CN2109300000000,21,093,Hardin County, KY,Apr-18(p),48771,47019,1752,3.6
CN3008100000000,30,081,Ravalli County, MT,Mar-17,19670,18582,1088,5.5
CN3008100000000,30,081,Ravalli County, MT,Apr-17,19612,18738,874,4.5
CN3008100000000,30,081,Ravalli County, MT,May-17,19834,19033,801,4.0
CN3008100000000,30,081,Ravalli County, MT,Jun-17,20148,19266,882,4.4
CN3008100000000,30,081,Ravalli County, MT,Jul-17,19802,18986,816,4.1
CN3008100000000,30,081,Ravalli County, MT,Aug-17,19954,19153,801,4.0
CN3008100000000,30,081,Ravalli County, MT,Sep-17,19839,19067,772,3.9
CN3008100000000,30,081,Ravalli County, MT,Oct-17,20034,19216,818,4.1
CN3008100000000,30,081,Ravalli County, MT,Nov-17,19896,19014,882,4.4
CN3008100000000,30,081,Ravalli County, MT,Dec-17,19771,18814,957,4.8
CN3008100000000,30,081,Ravalli County, MT,Jan-18,19707,18491,1216,6.2
CN3008100000000,30,081,Ravalli County, MT,Feb-18,19830,18666,1164,5.9
CN3008100000000,30,081,Ravalli County, MT,Mar-18,19963,18942,1021,5.1
CN3008100000000,30,081,Ravalli County, MT,Apr-18(p),19797,19055,742,3.7
CN4008100000000,40,081,Lincoln County, OK,Mar-17,15775,15061,714,4.5
CN4008100000000,40,081,Lincoln County, OK,Apr-17,15734,15090,644,4.1
CN4008100000000,40,081,Lincoln County, OK,May-17,15711,14993,718,4.6
CN4008100000000,40,081,Lincoln County, OK,Jun-17,15900,15140,760,4.8
CN4008100000000,40,081,Lincoln County, OK,Jul-17,15978,15274,704,4.4
CN4008100000000,40,081,Lincoln County, OK,Aug-17,15849,15166,683,4.3
CN4008100000000,40,081,Lincoln County, OK,Sep-17,15994,15346,648,4.1
CN4008100000000,40,081,Lincoln County, OK,Oct-17,16037,15412,625,3.9
CN4008100000000,40,081,Lincoln County, OK,Nov-17,16105,15502,603,3.7
CN4008100000000,40,081,Lincoln County, OK,Dec-17,15961,15335,626,3.9
CN4008100000000,40,081,Lincoln County, OK,Jan-18,15793,15141,652,4.1
CN4008100000000,40,081,Lincoln County, OK,Feb-18,16050,15397,653,4.1
CN4008100000000,40,081,Lincoln County, OK,Mar-18,16130,15480,650,4.0
CN4008100000000,40,081,Lincoln County, OK,Apr-18(p),16058,15427,631,3.9
CN3501300000000,35,013,Dona Ana County, NM,Mar-17,94369,87521,6848,7.3
CN3501300000000,35,013,Dona Ana County, NM,Apr-17,94519,88097,6422,6.8
CN3501300000000,35,013,Dona Ana County, NM,May-17,94059,87820,6239,6.6
CN3501300000000,35,013,Dona Ana County, NM,Jun-17,94054,86926,7128,7.6
CN3501300000000,35,013,Dona Ana County, NM,Jul-17,92488,85577,6911,7.5
CN3501300000000,35,013,Dona Ana County, NM,Aug-17,93567,87274,6293,6.7
CN3501300000000,35,013,Dona Ana County, NM,Sep-17,93241,87218,6023,6.5
CN3501300000000,35,013,Dona Ana County, NM,Oct-17,93446,87702,5744,6.1
CN3501300000000,35,013,Dona Ana County, NM,Nov-17,93835,87927,5908,6.3
